Date,Open,High,Low,Close,Adj Close,Volume
2019-08-07,12627.559570,12663.330078,12414.110352,12632.959961,12632.959961,4491750000
2019-08-08,12685.719727,12835.049805,12676.389648,12828.820313,12828.820313,4106370000
2019-08-09,12793.240234,12811.450195,12689.669922,12748.419922,12748.419922,3350640000
2019-08-12,12688.780273,12688.780273,12556.969727,12586.240234,12586.240234,2851630000
2019-08-13,12589.769531,12789.080078,12552.309570,12724.360352,12724.360352,3853600000
2019-08-14,12641.290039,12641.290039,12367.389648,12368.049805,12368.049805,4312530000
2019-08-15,12386.250000,12441.509766,12325.929688,12409.540039,12409.540039,4038000000
2019-08-16,12442.230469,12597.690430,12442.230469,12580.410156,12580.410156,3498150000
2019-08-19,12687.830078,12718.480469,12668.809570,12687.910156,12687.910156,3212880000
2019-08-20,12687.910156,12687.910156,12597.809570,12599.410156,12599.410156,3066300000
2019-08-21,12691.759766,12712.719727,12677.330078,12697.009766,12697.009766,3011190000
2019-08-22,12724.209961,12750.269531,12631.860352,12688.459961,12688.459961,2890880000
2019-08-23,12643.940430,12710.650391,12370.070313,12416.450195,12416.450195,3937300000
2019-08-26,12430.730469,12528.980469,12430.730469,12519.620117,12519.620117,2857600000
2019-08-27,12562.040039,12601.150391,12450.889648,12474.049805,12474.049805,3533630000
2019-08-28,12467.370117,12570.990234,12426.059570,12559.230469,12559.230469,3097420000
2019-08-29,12657.219727,12722.280273,12635.990234,12704.030273,12704.030273,3176190000
2019-08-30,12740.160156,12785.400391,12687.120117,12736.879883,12736.879883,3008450000
2019-09-03,12720.190430,12720.190430,12600.709961,12663.400391,12663.400391,3426790000
2019-09-04,12757.250000,12797.000000,12746.259766,12796.320313,12796.320313,3163260000
2019-09-05,12796.320313,12963.570313,12796.320313,12917.759766,12917.759766,3890700000
2019-09-06,12933.509766,12960.599609,12915.929688,12933.379883,12933.379883,3208280000
2019-09-09,12975.019531,12975.019531,12925.410156,12960.719727,12960.719727,4002890000
2019-09-10,12954.290039,12993.969727,12900.809570,12993.959961,12993.959961,4390770000
2019-09-11,13008.330078,13082.410156,12981.429688,13082.410156,13082.410156,3927550000
2019-09-12,13096.230469,13150.870117,13061.740234,13116.049805,13116.049805,3791860000
2019-09-13,13150.799805,13171.469727,13110.070313,13124.339844,13124.339844,3520060000
2019-09-16,13134.000000,13134.000000,13080.410156,13107.980469,13107.980469,4274640000
2019-09-17,13087.870117,13131.839844,13074.780273,13131.410156,13131.410156,3671840000
2019-09-18,13109.629883,13125.580078,13024.940430,13119.309570,13119.309570,3435540000
2019-09-19,13121.209961,13177.879883,13100.879883,13111.250000,13111.250000,3251290000
2019-09-20,13148.410156,13171.379883,13074.269531,13093.799805,13093.799805,6094740000
2019-09-23,13084.809570,13111.450195,13040.129883,13085.330078,13085.330078,3186590000
2019-09-24,13087.740234,13128.049805,12961.230469,12992.259766,12992.259766,3868160000
2019-09-25,12991.099609,13053.070313,12943.440430,13037.610352,13037.610352,3318870000
2019-09-26,13042.200195,13061.860352,12985.030273,13028.740234,13028.740234,3077240000
2019-09-27,13053.200195,13068.610352,12913.419922,12971.980469,12971.980469,3243650000
2019-09-30,12988.889648,13037.809570,12988.889648,13004.740234,13004.740234,3247610000
2019-10-01,13002.330078,13038.129883,12824.150391,12835.349609,12835.349609,3558040000
2019-10-02,12742.089844,12742.089844,12557.070313,12608.429688,12608.429688,3912520000
2019-10-03,12587.320313,12687.559570,12482.019531,12685.769531,12685.769531,3503640000
2019-10-04,12689.929688,12835.209961,12689.929688,12831.549805,12831.549805,2990830000
2019-10-07,12816.240234,12856.450195,12768.759766,12777.740234,12777.740234,2940140000
2019-10-08,12734.549805,12734.549805,12589.809570,12590.910156,12590.910156,3356450000
2019-10-09,12622.480469,12730.349609,12622.480469,12691.160156,12691.160156,2726820000
2019-10-10,12688.580078,12802.759766,12682.190430,12766.000000,12766.000000,3217250000
2019-10-11,12766.000000,13025.250000,12766.000000,12926.919922,12926.919922,3580460000
2019-10-14,12923.480469,12923.480469,12883.959961,12896.219727,12896.219727,2557020000
2019-10-15,12897.030273,13044.830078,12897.030273,13006.040039,13006.040039,3340740000
2019-10-16,12997.459961,13028.200195,12978.730469,12994.889648,12994.889648,3222570000
2019-10-17,13030.509766,13078.120117,13021.400391,13039.230469,13039.230469,3115960000
2019-10-18,13032.469727,13044.080078,12972.839844,13006.639648,13006.639648,3264290000
2019-10-21,13019.250000,13091.940430,13019.250000,13088.610352,13088.610352,3271620000
2019-10-22,13097.030273,13140.570313,13070.209961,13071.860352,13071.860352,3523890000
2019-10-23,13076.379883,13114.610352,13062.740234,13114.389648,13114.389648,3392870000
2019-10-24,13119.650391,13153.330078,13083.290039,13118.900391,13118.900391,3692600000
2019-10-25,13106.209961,13170.690430,13088.940430,13146.240234,13146.240234,3370370000
2019-10-28,13183.900391,13223.190430,13183.900391,13186.429688,13186.429688,3521230000
2019-10-29,13170.900391,13239.200195,13156.750000,13209.629883,13209.629883,3589930000
2019-10-30,13215.870117,13248.650391,13152.959961,13244.009766,13244.009766,3776030000
2019-10-31,13239.429688,13239.429688,13116.580078,13171.809570,13171.809570,4139280000
2019-11-01,13231.179688,13300.349609,13231.179688,13300.269531,13300.269531,3930200000
2019-11-04,13321.179688,13387.490234,13321.179688,13355.440430,13355.440430,4146850000
2019-11-05,13368.240234,13385.030273,13323.059570,13339.589844,13339.589844,4486130000
2019-11-06,13339.839844,13364.940430,13319.790039,13351.570313,13351.570313,4458190000
2019-11-07,13376.929688,13436.969727,13376.929688,13395.549805,13395.549805,4144640000
2019-11-08,13376.339844,13407.809570,13343.019531,13407.799805,13407.799805,3499150000
2019-11-11,13347.299805,13395.650391,13333.910156,13388.120117,13388.120117,3035530000
2019-11-12,13391.969727,13438.759766,13366.879883,13387.620117,13387.620117,3466010000
2019-11-13,13387.620117,13400.799805,13325.519531,13385.049805,13385.049805,3509280000
2019-11-14,13385.049805,13397.040039,13346.759766,13392.000000,13392.000000,3276070000
2019-11-15,13432.759766,13492.959961,13426.980469,13492.959961,13492.959961,3335650000
2019-11-18,13488.480469,13498.080078,13464.009766,13483.809570,13483.809570,3436690000
2019-11-19,13489.780273,13508.879883,13448.269531,13466.349609,13466.349609,3590070000
2019-11-20,13460.339844,13460.339844,13360.660156,13419.299805,13419.299805,4034890000
2019-11-21,13420.330078,13430.709961,13366.990234,13406.419922,13406.419922,3720560000
2019-11-22,13412.269531,13451.419922,13404.540039,13440.950195,13440.950195,3226780000
2019-11-25,13471.519531,13534.589844,13471.519531,13532.889648,13532.889648,3511530000
2019-11-26,13532.559570,13564.629883,13513.110352,13559.709961,13559.709961,4595590000
2019-11-27,13577.519531,13611.490234,13563.339844,13607.620117,13607.620117,3033090000
2019-11-29,13595.860352,13607.669922,13537.669922,13545.209961,13545.209961,1743020000
2019-12-02,13554.290039,13554.290039,13443.099609,13448.259766,13448.259766,3268740000
2019-12-03,13363.660156,13373.879883,13280.040039,13366.089844,13366.089844,3653390000
2019-12-04,13408.080078,13484.410156,13408.080078,13457.969727,13457.969727,3695030000
2019-12-05,13466.730469,13491.209961,13429.299805,13482.299805,13482.299805,3355750000
2019-12-06,13515.480469,13612.059570,13515.480469,13588.290039,13588.290039,3479480000
2019-12-09,13570.540039,13600.139648,13555.070313,13555.070313,13555.070313,3345990000
2019-12-10,13551.000000,13574.219727,13521.240234,13545.309570,13545.309570,3343790000
2019-12-11,13554.089844,13590.740234,13547.679688,13579.919922,13579.919922,3252540000
2019-12-12,13587.700195,13725.349609,13581.080078,13697.410156,13697.410156,3990690000
2019-12-13,13711.250000,13773.129883,13655.450195,13697.339844,13697.339844,3736870000
2019-12-16,13781.650391,13825.759766,13781.650391,13795.150391,13795.150391,4051790000
2019-12-17,13795.150391,13813.309570,13787.719727,13795.349609,13795.349609,3837540000
